The Wandering Dragon Game Shoppe , 24026 W. Lockport Street , 2nd Floor , Plainfield , IL , us , 60544
The Wandering Dragon Game Shoppe , 24026 W. Lockport Street , 2nd Floor , Plainfield , IL , us , 60544
Cozymel's , Butterfield Rd.at Loop Rd. , Wheaton , Wheaton , IL , us , 60187
Blake's Condo , 2029 west belmont  , unit 4 , Chicago , IL , us , 60618
Sakura , 4011 Algonquin Road , Rolling Meadows , Rolling Meadows , IL , us , 60008
Mirai Sushi , 2020 W. Division St. , Chicago, IL , Chicago , IL , us , 60622
Gio"s Cafe , 2724 S Lowe Ave , (between 26th St & 28th St)  , Chicago , IL , us , 60616
Antico Posto , Oak Brook Mall , by Bloomingdales , Oak Brook  , IL , us , 60523
Enova Financial Building , 200 West Jackson , Suite 2400 , Chicago , IL , us , 60606
Montrose Point , Montrose Ave & Lake Michigan , ~ 1 mile East of 4400 N LSD , Chicago , IL , us , 60657
Calumet Park , 9801 S. Avenue G , COAST GUARD STATION , Chicago , IL , us , 60617
Dive Chicago , Slip K-27 , Burnham Harbor , Chicago , IL , us , 60660
Shedd Aquarium - Education area , 1200 S. Lake Shore Drive , Education Entrance on North side of building , Chicago , IL , us , 60605
Studio 4001 , 4001 Ravenswood , 3rd floor, suite 303C , Chicago , IL , us , 60613
Windy City Diving , 1300 S. Linn White Drive , Slip EC-18 , Chicago , IL , us , 60605
Helix Camera & Video , 310 S Racine Ave , 8th Floor , Chicago , IL , us , 60607
Burnham Harbor Yacht Club , 1500 S. Linn White Drive  , Northerly Island , Chicago , IL , us , 60605
Edelman  , 200 East Randolph Street , 63rd Floor , Chicago , IL , us , 60601
HOK , 60 E Van Buren St , Grant Park Conference Room , Chicago , IL , us , 60605
AIA Chicago , 35 E Wacker Dr , Suite 250 , Chicago , IL , us , 60601
Gensler , 11 East Madison , Suite 300 , Chicago , IL , us , 60602
eCD Market , 311 S. Wacker , Conference Center on the 10th floor , Chicago , IL , us , 60606
Excelerate , 820 W Jackson , Suite 700 , Chicago , IL , us , 60607
Prairie Wolf , Lake County Forest Preserve , Waukegan Road (Route 43) south of Old Mill Road and north of Half Day Road (Route 22). , Deerfield , IL , us , 60015
North Ave Bridge , Lake Michigan , Chicago , Chicago , IL , us , 60610
Hamlin Park , 3035 N Hoyne  , corner of Wellington & Hoyne , Chicago , IL , us , 60657
Totem Pole , Lakefront  , Recreation Drive off LSD going north , Chicago , IL , us , 60064
Pete's Produce , Grocery Store , 47th/Kedzie , Chicago , IL , us , 60290
Lake Side Cultural Center , 6219 N. Sheridan , Chicago, IL. , Chicago , IL , us , 60660
Dulcenea , 1431 N. Milwaukee , Chicago, IL , Chicago , IL , us , 60622
Hyde Park Co-op Market , 1526 E. 55th st. , lower level , Chicago , IL , us , 60615
Raymond Park , Chicago St/Lake St , Evanston , Evanston , IL , us , 60201
Transitions Bookplace , 1000 W. North Ave , next to Whole Foods , Chicago , IL , us , 60614
Chandler's Health Emporium , 2850 S Wabash Ave , Suite 203 , Chicago , IL , us , 60616
Wat Phrasriratanamahadhatu - a Thai Temple , 4740 N Racine Ave , (at Broadway & Lawrence) , Chicago , IL , us , 60640
Chicago Cultural Center , 77 E. Randolph St. , Exhibit Hall & Yates Gallery , Chicago , IL , us , 60602
The Yoga Boutique , 655 W Irving Park Rd , Enter on Pine Grove , Chicago , IL , us , 60613
Brio Tuscan Grill , Yorktown Mall , 330 Yorktown Ctr , Lombard , IL , us , 60148
Target , 2112 West Peterson Avenue , At top of escalator/stairs, make left u-turn (or from elevator turn right) to seating near Starbuck's counter at front of Target , Chicago , IL , us , 60659
"Kristine's"  Dance Party, Park Ridge VFW , 10 W. Higgins Road ,  2nd. Floor , Park Ridge , IL , us , 60068
Montrose Harbor , Montrose Harbor in Lincoln Park , LSD & Montrose - Drive up to harbor , Chicago , IL , us , 60640
St. Mary of the Woods Catholic Church , 7033 N. Moselle , parking on Hiawatha just east of McAlpin , Chicago , IL , us , 60646
Claim Company , 2171 Northbrook Ct , Northbrook Court Shopping Center , Northbrook , IL , us , 60062
Montrose Ave Beach ,  4400 N Montrose Ave  , (Simmonds St  and Montrose Ave) , Chicago , IL , us , 60610
Naturally Fit Gym - Helix Building , 310 S. Racine , 8th Floor , Chicago , IL , us , 60607
Loyola Park Fieldhouse , 1230 W. Greenleaf Ave. , Studio B , Chicago , IL , us , 60626
The Healing Place , 513 W 87th St , 87th & Modaff , Naperville , IL , us , 60565
Solstice Consulting  , 641 W Lake St , Suite 102 , Chicago  , IL , us , 60661
Hamlin Park , 3035 N. Hoyne Ave , (Damen and Wellington) , Chicago , IL , us , 60618
Sauganash Restaurant , 4732 W. Peterson , - 2nd Floor , Chicago , IL , us , 60646
Inner Balance , 350 Pfingsten Rd, Suite 107 , Turn onto Maria, then right and left. , Northbrook , IL , us , 60062
Balsan Restaurant , 11 E. Walton St , Elysian Hotel , Chicago , IL , us , 60611
Foodlife , Water Tower Place Mez. Level , 835 N Michigan Ave , Chicago , IL , us , 60290
Nuevo Leon Mexican Restaurant , 1515 W, 18th St. , Pilsen , Chicago  , IL , us , 60608
Miss Asia Cuisine , Sheridan and Diversey , 434 W. Diversey Pkwy , Chicago , IL , us , 60614
Little Mexican Cafe , 1055 W. Bryn Mawr Ave , Corner of Bryn Mawr and Winthrop , Chicago , IL , us , 60660
Mista - Edgewater / Andersonville , 5351 N Clark , (a couple blocks from the Berwyn Red Line) , Chicago , IL , us , 60640
Yummy Yummy Asian Cuisine , 2901 N Broadway St , (between Surf St & Oakdale Ave) , Chicago , IL , us , 60657
Azarela Driving School , 89 Main Street , Suite 110 , West Dundee , IL , us , 60118
Spasha Corporate Office , 2250 Point Blvd , First Floor , Elgin , IL , us , 60123
Northern Kane Chamber of Commerce , 2429 Randall Road , Suite B , Carpentersville , IL , us , 60110
Biaggi's , 1524 S Randall Rd , Algonquin Commons , Algonquin , IL , us , 60102
Port Edward Restaurant , Algonquin Rd & Harrison Street , On The Fox River , Algonquin , IL , us , 60102
Willow Creek Community Church , 67 West Algonquin Road , Building B Room 205 , Barrington , IL , us , 60010
Robert Crown Community Center , 1701 Main St. , (near the corner of Main and Dodge) , Evanston , IL , us , 60202
Aspiritech office , 1950 Sheridan Rd. , #203 , Highland Park , IL , us , 60035
Jamie's House , near 95th St and 88th Ave , Specific address to be provided to those who RSVP , Palos Hills , IL , us , 60465
Willow Creek Community Church , 67 Algonquin Road , Building F Room 176-C , South Barrington , IL , us , 60010
Weekdays Game Field V , North East Corner of LSD &  , Lawrence Ave. North of Play Ground , Chicago , IL , us , 60640
Lake Shore Dr. & Lawrence Ave. , South East Corner of Lake Shore Dr. & Lawrence Ave. , Baseball Field , Chicago , IL , us , 60601
Foster Field , 5200 N. Lake Shore Dr. (Foster Ave & Lake Shore Dr.) , Foster Ave. & Lake Shore Dr. , Chicago , IL , us , 60615
Humboldt Park , 1440 N Sacramento Ave , North Ave. and Kedzie , Chicago , IL , us , 60622
Pottawattomie Park Turf Cage , 7340 N. Rogers Ave. , Turf cage behind playground & spray pool. , Chicago , IL , us , 60626
Montrose Turf Field, East of LSD , Montrose Fields, Lakefront Trail, Chicago, IL , N.E. corner of Lakeshore Drive & Montrose , Chicago , IL , us , 60640
Northshore Baptist Church , 5244 N Lakewood Ave , (Lakewood & Berwyn) , Chicago , IL , us , 60640
Interchange Medical Wellness Center , 1147 South Wabash , Suite 250 , Chicago , IL , us , 60605
Maxwell Street Market , Desplaines Street and Roosevelt Road , 650 Roosevelt Rd  , Chicago , IL , us , 60607
McCormick & Schmick's Seafood Restaurant , 41 E Chestnut St , Chestnut and Rush , Chicago , IL , us , 60611
Naperville Cultural Center , Mainstreet Promenade , 55 South Main Street, Suite 221 , Naperville , IL , us , 60540
United Central Bank (basement level) , 1112 S. Washington St.,  , Suite 10 , Naperville , IL , us , 60540
chicago children's museum , navy pier , at Navy Pier , chicago , IL , us , 60611
Alexandroff Campus Center , Columbia College , 600 S Michigan Avenue , Chicago , IL , us , 60601
Lakefront (see Map in Files section) , Along the Lake , North Of Lawrence Avenue , chicago , IL , us , 60601
University Of Minnesota , 300 Washington Ave. SE  , Coffman Memorial Union Twin Cities Campus , Minneapolis , MN , us , 55455
Garifuna Flava , 2518 W 63rd Street , 2 Blocks West of  Western , Chicago , IL , us , 60629
Cho Sun Ok , 4200 N Lincoln Ave , (Between Berteau & Hutchinson) , Chicago , IL , us , 60618
Seven Treasures , 2312 S. Wentworth Avenue (at 23d St.) , Chinatown , Chicago , IL , us , 60616
Partnership Employment , 105 West Madison , Suite 1901 , Chicago , IL , us , 60504
Taylor Business Institute , 318 West Adams , 3rd floor- room 309 , Chicago , IL , us , 60606
Pictured Rocks National Shore , Sand Pt ,  (United States Government Pictured Rocks National Lakeshore: Ranger Station) , Munising , MI , us , 49862
Manistee NF/Seaton Creek campground , Forest Road 5993 , Huron-Manistee National Forests , Mesick , MI , us , 49668
University of Chicago , 5845 South Ellis Avenue , Goodspeed Hall , Chicago , IL , us , 60637
PianoForte Chicago , 410 S Michigan Ave , Suite 825 , Chicago , IL , us , 60605
Future Media Concepts , 200 S. Michigan , Suite 910 , Chicago , IL , us , 60604
Digital Bootcamp , 25 West Hubbard , 2nd Floor , Chicago , IL , us , 60654
Masala (630) 472-2400 , 801 Butterfield Rd. , Unit 101 , Lombard, IL , IL , us , 60148
McClurg Ct address , 440 N. McClurg Ct.  , #322, , Chicago , IL , us , 60611
United Alternative Healing Center , 238 W Cermak Road , 3rd floor Unit D , Chicago , IL , us , 60616
Invision , 3340 N Clark St , Thrid Floor Walk-up , Chicago , IL , us , 60657
The Image Studios , 16 N. Morgon St.  , Ste 215 , Chicago , IL , us , 60607
Michael Reyes  , 4054 N Harding  , 2nd FL , Chicago  , IL , us , 60618
Water Tower Place , 835 N. Michigan , Chicago, IL , Chicago , IL , us , 60611
 Mariana's home  , 55 E. Erie   , #4503 , Chicago , IL , us , 60611
Wells Street Apartments , 1636 N. Wells Street , Apt. 1906 , Chicago , IL , us , 60614
Goran Coban Salon , 937 Diversey Pkwy , Second Floor , Chicago , IL , us , 60614
Cathy Landerholm's Home , 544 Wells Street , 3rd Floor South , Chicago , IL , us , 60654
Rashida and Huzefa's , 400 E Randolph Street,  , #1727 , Chicago , IL , us , 60601
River Village Townhomes South - Steffani's Home , 923 N. Howe St. , The townhomes across from Carol , Chicago , IL , us , 60610
Foster Avenue Beach , 4400 North Lake Shore Drive (Foster and North Lakeshore Drive) , Please don't hesitate to call for directions! , Chicago , IL , us , 60640
Panera Bread  , 541 Roosevelt Road , Glen Ellyn Market Plaza  , Glen Ellyn  , IL , us , 60148
SYNPHORIUM , 5602 N. Ridge , 2nd floor, Above Tacqueria. Enter ridge side across Walgreens. , Chicago , IL , us , 60660
Catch 35 , 35 W. Wacker Drive , First floor in the Leo Burnett Building , Chicago , IL , us , 60601
River Village Lofts , 1000 N. Kingsbury St. , 304 (dial 304 at the door) , Chicago , IL , us , 60610
A Just Harvest (formally Good News Community Kitchen) , 7649 N Paulina St , Rogers Park , Chicago , IL , us , 60626
Chicago Cultural Center , 78 E Randolph St. , Chicago, IL , Chicago , IL , us , 60601
Historic Trempealeau Hotel , 150 Main Street , Trempealeau, WI , Trempealeau , WI , us , 54661
River Banks Loft Gallery , 550 N Kingsbury St , (Grand & Kingsbury) , Chicago , IL , us , 60604
Parthenon , 314 S. Halsted ,       , Chicago , IL , us , 60606
Oliveti's Italian Restorante , 1575 Ellinwood Ave , (Just across from Des Plaines Metra Rail Station on the Pacific Northwest Line) , Des Plaines , IL , us , 60016
Al di La , 19st and route 83 , in a strip mall acrooss from Oak Brook Mall , Oak Brook , IL , us , 60523
Kelley Wine Cellars , 100 E. Station St. , Suite 160 , Barrington , IL , us , 60010
Jason's Condo , 1 S. Highland Ave. , Unit 401 , Arlington Heights , IL , us , 60005
Bigby's Pour House , 1700 W. Lake St. , attached to Mario's Deli - just east of 355 and 290 , Addison , IL , us , 60101
Wine With Me , 111 Line Street , Line St Renamed to Gigi Gruber Lane , Itasca , IL , us , 60143
Punchkick Interactive Headquarters , 22 West Ontario Street , 4th Floor , Chicago , IL , us , 60654
Archie's Bar , 2600 W Iowa St , (near Chicago & Western) , Chicago , IL , us , 60622
Film Studies Center, Univ. of Chicago  , 5811 S. Ellis  , Cobb Hall, Room 307  , Chicago , IL , us , 60601
The Tenement Theatre , 600 S Dearborn , Apt 608 , Chicago , IL , us , 60605
University of Chicago , Law School , Hyde Park , Chicago , IL , us , 60637
McHenry Harley Davidson , 2103 Route 120 , Route 120 & Chapel Hill Rd. , McHenry , IL , us , 60051
Potbelly , 545 W. Madison Street , Presidential Towers , Chicago , IL , us , 60661
Holistic Health Practice , 1 E Superior St. , 5th floor , Chicago , IL , us , 60611
Mariana's Condo Building in River North Neighborhood , 55 E Erie , 12 floor meeting room , Chicago , IL , us , 60611
Broadway Armory Park , 5917 N Broadway St , Broadway and Thorndale , Chicago , IL , us , 60660
Chava Cafe , 4656 N. Clark , between Wilson & Leland Ave , Chicago , IL , us , 60640
Chicago French Market , 131 N Clinton , entrances also from 131 N Canal and the platforms at Ogilvie Transportation Center  , Chicago , IL , us , 60661
Atlas CrossFit Pad (Jen and Josh's Rooftop) , 2 E Erie  , 40th Floor, Rooftop , Chicago , IL , us , 60601
St. James Farm , 2S541 Winfield Rd , Winfield Road, just north of Butterfield , Warrenville , IL , us , 60555
Fairfield Inn & Suites , 645 West North Avenue , (lower level of 665 Heron Point Office Building) , Lombard , IL , us , 60148
Barnes & Noble , S Washington St & E Chicago Ave , Coffee shop upstairs , Naperville , IL , us , 60540
Niles Library , 6960 W. Oakton , Oakton & Waukegan , Niles , IL , us , 60714
Denny's Restaurant , Rohlwing Rd. , By I-355 and Lake St. , Addison , IL , us , 60101
Marquart Middle School , 1912 North Glen Ellyn Road  , (just south of Army Trail) , Glendale Heights , IL , us , 60139
Honey Hill Coffee Company , downtown Wauconda , Main Street , Wauconda , IL , us , 60084
BRUNSWICK ZONE , 7333 MILWAUKEE AVE. , HARLEM AND MILWAUKEE/TOUHY , Niles , IL , us , 60714
Proesel Park , 6900 N. Lincoln Ave.  , just south of Touhy , Lincolnwood , IL , us , 60712
Messenger Woods Nature Preserve ,  Bruce Road , Cedar Road , Lockport , IL , us , 60441
Naperville Arthritis Walk 2009 , 320 Jackson Ave Naperville, IL 60540 , Grand Pavilion at Riverwalk  , Naperville , IL , us , 60540
Hickory Creek Bike Trail  , Laporte Street  , One mile East of Wolf Road , Mokena , IL , us , 60448
Buddy Guy's Legends , 700 S Wabash Ave , (Wabash St and 7th St) , Chicago , IL , us , 60605
Microsoft Office at the Aon Center , Microsoft Office in the Aon Center, 200 East Randolph Drive , Suite 200 , Chicago , IL , us , 60601
Universal Spirit Yoga , 408 W. 5th, Ave , Naperville , IL , IL , us , 60563
12th Street Beach , 12th Street Beach , (south of Adler Planetarium) , Chicago , IL , us , 60605
Metro Chicago Information Center , 17 N. State Street , Suite 1600 , Chicago , IL , us , 60602
Webitects, Inc. , 11 East Adams Street , Suite 900 , Chicago , IL , us , 60603
Pinapple Dance Studio , 7518 Madison Ave , 2nd floor , Forest Park , IL , us , 60130
P.F. Changs , 530 N. Wabash Avenue  , ( Wabash @ Grand) , Chicago , IL , us , 60611
United Church of Rogers Park , 1545 W Morse Ave , 3rd Floor Auditorium , Chicago , IL , us , 60625
The Jewish Festival , Forest Preserve  , near Oakton & Lehigh , Morton Grove , IL , us , 60053
Executive Plaza  , 1225 W. 22nd St.   , Coldwell Banker Real Estate Building-Training Center , Oak Brook , IL , us , 60523
NASW IL , 404 S. Wells , 4th Floor , Chicago , IL , us , 60607
Panera Bread , 501 S State St , (between Congress Pky & Harrison St) , Chicago , IL , us , 60605
Illinois Chamber of Commerce - Chicago Headquarters , 311 S Wacker Dr , Suite #1500 , Chicago , IL , us , 60606
Wachovia Securities , 222 S. Riverside Plaza , Suite 300 (3rd Floor) , Chicago , IL , us , 60606
Portillos & Branellis , 100 W Ontario , 2nd floor facing Mc Donalds , Chicago , IL , us , 60601
Peapod Propulsion Labs , 20 N Wacker Dr Upper , Suite 1050 , Chicago , IL , us , 60606
GrubHub , 111 W. Washington St. , Suite 2100 , Chicago , IL , us , 60602
Sykes , 500 West Madison , Suite 2060 , Chicago , IL , us , 60661
Anna Shea Chocolates & Lounge , The Arboretum of South Barrington , 100 W Higgins Rd Suite #5 , South Barrington , IL , us , 60010
Applebee's  , 18 S Roselle Rd , Schaumburg , Schaumburg , IL , us , 60193
Chicago Premium Outlets , 1650 Premium Outlets Blvd , Aurora , Aurora , IL , us , 60502
Walnut Room , 111 North State Street , Macy's, 7th Floor , Chicago , IL , us , 60602
Senn Park , 5887 N. Ridge Ave. , There is a free parking lot between the field & Senn High School! , Chicago , IL , us , 60660
Timmy's , Casa Brasil & Artist@Heart , 132 Old Mc Henry Road , Next to Casa Brasil , Long Grove , IL , us , 60047
Fiat Freak Out , 3600 Centerpoint Pkwy , Centerpoint Marriott , Pontiac , MI , us , 48341
Christ Church of Chicago , Fellowship Hall , 6047 N. Rockwell , Chicago , IL , us , 60634
115 Bourbon Street , Where the Big Easy meets the Windy City , 3359 W. 115th Street , Merrionette Park , IL , us , 60803
Chicago Cultural Center , Randolph and Michigan , First Floor Big Center Room , Chicago , IL , us , 60601
NORDSTROM FOOD COURT , 540 N. MICHIGAN 4TH FLOOR , BIG ROOM NEXT TO POTBELLYS , Chicago , IL , us , 60611
NORDSTROM FOOD COURT 4TH FLOOR , 520 N. MICHIGAN  , BIG ROOM NEXT TO POTBELLYS , Chicago , IL , us , 60611
